Next Price,Date,index,Random Forest,Fold,Close,20-SMA Change
continuous,time,continuous,continuous,discrete,continuous,continuous
class,meta,meta,meta,meta,,
3.83048,2024-01-22 00:00:00,1535,3.85722,1,3.81432,-0.045404
3.94362,2024-01-23 00:00:00,1536,3.83743,1,3.83048,-0.0397083
3.91938,2024-01-24 00:00:00,1537,3.90476,1,3.94362,-0.0103426
3.76583,2024-01-25 00:00:00,1538,3.835,1,3.91938,-0.0153283
3.83856,2024-01-26 00:00:00,1539,3.86751,1,3.76583,-0.0509164
3.74967,2024-01-29 00:00:00,1540,3.82067,1,3.83856,-0.0297211
3.71735,2024-01-30 00:00:00,1541,3.85357,1,3.74967,-0.0490828
3.70926,2024-01-31 00:00:00,1542,3.70879,1,3.71735,-0.05379
3.72543,2024-02-01 00:00:00,1543,3.62679,1,3.70926,-0.0515549
3.68502,2024-02-02 00:00:00,1544,3.66473,1,3.72543,-0.0435684
3.74967,2024-02-05 00:00:00,1545,3.62467,1,3.68502,-0.0508899
3.8224,2024-02-06 00:00:00,1546,3.812,1,3.74967,-0.0315174
3.76583,2024-02-07 00:00:00,1547,3.77653,1,3.8224,-0.0105637
3.73351,2024-02-08 00:00:00,1548,3.75214,1,3.76583,-0.0217277
3.70926,2024-02-09 00:00:00,1549,3.66093,1,3.73351,-0.0251107
3.70926,2024-02-14 00:00:00,1550,3.62565,1,3.70926,-0.026098
3.83048,2024-02-15 00:00:00,1551,3.62565,1,3.70926,-0.0217391
3.79816,2024-02-16 00:00:00,1552,3.83891,1,3.83048,0.0117395
3.83856,2024-02-19 00:00:00,1553,3.77949,1,3.79816,0.00384432
3.89513,2024-02-20 00:00:00,1554,3.85195,1,3.83856,0.0147405
3.94362,2024-02-21 00:00:00,1555,3.97579,1,3.89513,0.0285958
3.91129,2024-02-22 00:00:00,1556,3.97506,1,3.94362,0.0398466
3.90321,2024-02-23 00:00:00,1557,3.97073,1,3.91129,0.0317629
3.87897,2024-02-26 00:00:00,1558,4.00014,1,3.90321,0.0298507
3.85473,2024-02-27 00:00:00,1559,3.95675,1,3.87897,0.0219289
3.81432,2024-02-28 00:00:00,1560,3.94844,1,3.85473,0.0153256
3.83856,2024-02-29 00:00:00,1561,3.8489,1,3.81432,0.00382806
3.91938,2024-03-01 00:00:00,1562,3.84506,1,3.83856,0.00859967
3.83048,2024-03-04 00:00:00,1563,3.97997,1,3.91938,0.0269985
3.83048,2024-03-05 00:00:00,1564,3.83891,1,3.83048,0.00232604
3.90321,2024-03-06 00:00:00,1565,3.83891,1,3.83048,0.000422079
4.05676,2024-03-07 00:00:00,1566,3.97391,1,3.90321,0.0173775
4.14565,2024-03-08 00:00:00,1567,4.05365,1,4.05676,0.054179
4.2103,2024-03-11 00:00:00,1568,4.07714,1,4.14565,0.0719882
4.30727,2024-03-12 00:00:00,1569,4.27515,1,4.2103,0.0820352
4.37192,2024-03-13 00:00:00,1570,4.37025,1,4.30727,0.098516
4.32343,2024-03-14 00:00:00,1571,4.38056,1,4.37192,0.105661
4.20222,2024-03-15 00:00:00,1572,4.35851,1,4.32343,0.0866252
4.17797,2024-03-18 00:00:00,1573,4.19063,1,4.20222,0.0508234
4.19414,2024-03-19 00:00:00,1574,4.15286,1,4.17797,0.0403462
4.23454,2024-03-20 00:00:00,1575,4.1466,1,4.19414,0.0404974
4.16989,2024-03-21 00:00:00,1576,4.24621,1,4.23454,0.0467439
4.13757,2024-03-22 00:00:00,1577,4.0706,1,4.16989,0.027479
4.16181,2024-03-25 00:00:00,1578,4.05509,1,4.13757,0.016579
4.25879,2024-03-26 00:00:00,1579,4.05836,1,4.16181,0.0189949
